"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","DATASOURCE (CODE)","DATASOURCE (DISPLAY)","DATASOURCE (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","RESIDENCEAREATYPE (CODE)","RESIDENCEAREATYPE (DISPLAY)","RESIDENCEAREATYPE (URL)","Display Value","Numeric","Low","High","Comments"
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","RUR","Rural","","4.0","3.96330","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2010","2010","","AFR","Africa","","MWI","Malawi","","RUR","Rural","","4.0","3.99228","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","SEAR","South-East Asia","","NPL","Nepal","","RUR","Rural","","4.0","3.99764","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","AFR","Africa","","COD","Democratic Republic of the Congo","","RUR","Rural","","4.0","4.01714","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","TLS","Timor-Leste","","URB","Urban","","4.0","4.01924","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","AFR","Africa","","MLI","Mali","","URB","Urban","","4.0","4.02668","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","AFR","Africa","","GIN","Guinea","","URB","Urban","","4.0","4.03710","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","STP","Sao Tome and Principe","","RUR","Rural","","4.0","4.04984","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1999","1999","","AFR","Africa","","GIN","Guinea","","URB","Urban","","4.1","4.06890","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","TZA","United Republic of Tanzania","","URB","Urban","","4.1","4.07426","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","BEN","Benin","","URB","Urban","","4.1","4.08003","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1995","1995","","AMR","Americas","","GTM","Guatemala","","RUR","Rural","","4.1","4.09077","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","COM","Comoros","","RUR","Rural","","4.1","4.11899","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1995","1995","","EMR","Eastern Mediterranean","","EGY","Egypt","","RUR","Rural","","4.1","4.12484","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","STP","Sao Tome and Principe","","RUR","Rural","","4.2","4.16470","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2011","2011","","AFR","Africa","","UGA","Uganda","","RUR","Rural","","4.2","4.20750","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","AFR","Africa","","ZMB","Zambia","","URB","Urban","","4.2","4.21602","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1993","1993","","AFR","Africa","","KEN","Kenya","","RUR","Rural","","4.3","4.25819","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1993","1993","","WPR","Western Pacific","","PHL","Philippines","","RUR","Rural","","4.3","4.28530","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2004","2004","","AFR","Africa","","MWI","Malawi","","URB","Urban","","4.3","4.29391","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1993","1993","","AFR","Africa","","KEN","Kenya","","RUR","Rural","","4.3","4.29632","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","EUR","Europe","","AZE","Azerbaijan","","RUR","Rural","","4.3","4.31790","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MWI","Malawi","","URB","Urban","","4.4","4.37169","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","RUR","Rural","","4.4","4.38630","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1995","1995","","AMR","Americas","","GTM","Guatemala","","RUR","Rural","","4.4","4.39064","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","AFR","Africa","","ZMB","Zambia","","URB","Urban","","4.4","4.39524","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","AFR","Africa","","COG","Congo","","URB","Urban","","4.4","4.40477","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2004","2004","","AFR","Africa","","MWI","Malawi","","URB","Urban","","4.4","4.40673","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","AFR","Africa","","COG","Congo","","URB","Urban","","4.5","4.51343","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2000","2000","","AFR","Africa","","MWI","Malawi","","URB","Urban","","4.5","4.52209","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","AFR","Africa","","NER","Niger","","URB","Urban","","4.5","4.52456","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2005","2005","","AFR","Africa","","GIN","Guinea","","URB","Urban","","4.6","4.55218","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2009","2009","","SEAR","South-East Asia","","TLS","Timor-Leste","","URB","Urban","","4.6","4.55700","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2006","2006","","AFR","Africa","","NER","Niger","","URB","Urban","","4.6","4.57985","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1993","1993","","WPR","Western Pacific","","PHL","Philippines","","RUR","Rural","","4.6","4.61349","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2004","2004","","AFR","Africa","","LSO","Lesotho","","RUR","Rural","","4.6","4.62651","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1998","1998","","AFR","Africa","","TGO","Togo","","URB","Urban","","4.6","4.64987","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","AFR","Africa","","TZA","United Republic of Tanzania","","URB","Urban","","4.7","4.65261","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2008","2008","","AFR","Africa","","GHA","Ghana","","RUR","Rural","","4.7","4.67365","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2003","2003","","WPR","Western Pacific","","PHL","Philippines","","RUR","Rural","","4.7","4.68679","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1996","1996","","EUR","Europe","","UZB","Uzbekistan","","URB","Urban","","4.7","4.74840","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","AFR","Africa","","COD","Democratic Republic of the Congo","","URB","Urban","","4.8","4.80173","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","1994","1994","","SEAR","South-East Asia","","IDN","Indonesia","","URB","Urban","","4.8","4.80217","","",""
"csection5","Births by caesarean section (in the five years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2001","2001","","SEAR","South-East Asia","","NPL","Nepal","","URB","Urban","","4.8","4.81220","","",""
"csection3","Births by caesarean section (in the three years preceding the survey) (%)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=3326","EQ_DHS","DHS","http://www.measuredhs.com/What-We-Do/Survey-Types/DHS.cfm","PUBLISHED","Published","","2007","2007","","SEAR","South-East Asia","","IDN","Indonesia","","RUR","Rural","","4.8","4.84958","","",""
